animeA_id,animeB_id,relation_type
2450,38629,Parent story
35740,38629,Parent story
32191,6948,Parent story
40044,2471,Parent story
997,3076,Parent story
9591,1953,Parent story
13839,1430,Parent story
35806,40372,Parent story
34369,34354,Parent story
81,35982,Parent story
1363,1430,Parent story
33156,1953,Parent story
5526,36927,Parent story
23259,35982,Parent story
9982,49785,Parent story
594,6325,Parent story
3744,30417,Parent story
16395,9735,Parent story
3853,30417,Parent story
1894,40145,Parent story
49236,37087,Parent story
899,8740,Parent story
28367,11359,Parent story
4874,40861,Parent story
2514,1365,Parent story
8362,36551,Parent story
17113,36551,Parent story
1416,25517,Parent story
8368,36551,Parent story
49402,35427,Parent story
15307,9893,Parent story
34784,30311,Parent story
20909,17791,Parent story
2847,4874,Parent story
26017,48123,Parent story
2951,32900,Parent story
32087,9884,Parent story
18397,19391,Parent story
5460,8310,Parent story
5526,4874,Parent story
17161,32143,Parent story
44025,3745,Parent story
1366,8310,Parent story
33571,15819,Parent story
3019,1430,Parent story
35309,21,Parent story
5460,779,Parent story
899,502,Parent story
903,502,Parent story
38720,1365,Parent story
35306,21,Parent story
1238,502,Parent story
13827,13831,Parent story
1066,2132,Parent story
49361,12565,Parent story
30453,22777,Parent story
43483,39094,Parent story
19511,12979,Parent story
1365,781,Parent story
6198,781,Parent story
17699,891,Parent story
36946,16239,Parent story
32145,29729,Parent story
31164,10370,Parent story
35112,8362,Parent story
38770,781,Parent story
24591,10370,Parent story
32898,89,Parent story
33156,8728,Parent story
4540,31251,Parent story
2847,19099,Parent story
36942,29801,Parent story
5844,20159,Parent story
1426,8310,Parent story
594,1074,Parent story
31454,24625,Parent story
49627,35267,Parent story
35982,90,Parent story
20871,892,Parent story
32900,30778,Parent story
8687,8369,Parent story
4540,94,Parent story
32898,1967,Parent story
33074,1432,Parent story
8358,8362,Parent story
36242,16239,Parent story
1923,1925,Parent story
23293,1364,Parent story
33155,33156,Parent story
11009,1118,Parent story
6527,38578,Parent story
40836,33156,Parent story
23259,24625,Parent story
15307,38578,Parent story
33546,32122,Parent story
37028,21395,Parent story
36242,11359,Parent story
50562,6460,Parent story
9591,33156,Parent story
43204,1091,Parent story
1921,1923,Parent story
1629,1985,Parent story
36551,3744,Parent story
6527,3692,Parent story
31978,6460,Parent story
6325,2248,Parent story
32088,36714,Parent story
2606,49515,Parent story
26053,40610,Parent story
464,33606,Parent story
6275,1119,Parent story
3853,21395,Parent story
2253,1629,Parent story
35112,8363,Parent story
36761,41052,Parent story
6178,1120,Parent story
36551,17113,Parent story
8548,900,Parent story
37966,2847,Parent story
11009,1526,Parent story
32842,17113,Parent story
26213,17811,Parent story
19109,6922,Parent story
35612,3734,Parent story
905,33947,Parent story
31973,37765,Parent story
31454,24835,Parent story
17707,36261,Parent story
13667,10075,Parent story
1424,6467,Parent story
21419,1366,Parent story
2248,35072,Parent story
36991,6467,Parent story
1924,1481,Parent story
10808,40192,Parent story
15783,1506,Parent story
17113,8367,Parent story
1432,1506,Parent story
8548,897,Parent story
12049,33548,Parent story
37087,32380,Parent story
6028,897,Parent story
2512,1505,Parent story
90,40192,Parent story
10549,9979,Parent story
25161,21,Parent story
464,21,Parent story
26057,36915,Parent story
7157,12231,Parent story
37028,8361,Parent story
31231,5526,Parent story
30453,895,Parent story
8246,36564,Parent story
8687,8368,Parent story
2472,36564,Parent story
1629,2734,Parent story
2842,1121,Parent story
20871,12859,Parent story
8246,30151,Parent story
48903,12231,Parent story
38770,2171,Parent story
6288,84,Parent story
35612,32892,Parent story
50562,8361,Parent story
13263,31389,Parent story
24591,10987,Parent story
40497,33547,Parent story
21571,1709,Parent story
902,31490,Parent story
15307,4703,Parent story
12671,1121,Parent story
29832,36566,Parent story
28371,37885,Parent story
6198,12117,Parent story
32051,31490,Parent story
38629,8368,Parent story
36242,4155,Parent story
1505,12117,Parent story
13831,37851,Parent story
40329,8368,Parent story
2020,31490,Parent story
38419,22777,Parent story
898,22777,Parent story
8366,31978,Parent story
38201,33544,Parent story
10643,34475,Parent story
43204,30,Parent story
781,21419,Parent story
34391,2759,Parent story
1429,12117,Parent story
38788,28479,Parent story
16239,25389,Parent story
1120,7695,Parent story
1527,9917,Parent story
528,7695,Parent story
38056,33544,Parent story
35631,7472,Parent story
31911,6178,Parent story
4793,40351,Parent story
35465,33549,Parent story
33551,246,Parent story
6527,4124,Parent story
17843,81,Parent story
8369,34835,Parent story
40329,34835,Parent story
14837,905,Parent story
1425,21419,Parent story
6555,34514,Parent story
864,14349,Parent story
31231,37966,Parent story
23083,6527,Parent story
35465,33552,Parent story
31164,2165,Parent story
5529,12671,Parent story
12499,34314,Parent story
30151,4155,Parent story
48903,5152,Parent story
43204,3927,Parent story
460,10033,Parent story
19319,2759,Parent story
8364,44616,Parent story
49040,36967,Parent story
21867,34430,Parent story
42364,37264,Parent story
31454,16774,Parent story
31201,966,Parent story
8547,6714,Parent story
8360,40329,Parent story
13203,34036,Parent story
9917,34514,Parent story
1930,21031,Parent story
15417,19871,Parent story
897,906,Parent story
35346,51234,Parent story
2514,35798,Parent story
19109,6624,Parent story
38530,8687,Parent story
8546,3312,Parent story
37033,41497,Parent story
6198,35798,Parent story
1366,35798,Parent story
4795,10740,Parent story
33552,21899,Parent story
5529,5526,Parent story
2020,894,Parent story
37431,32366,Parent story
15335,9735,Parent story
35740,40853,Parent story
50562,8687,Parent story
1363,6438,Parent story
32383,24373,Parent story
897,900,Parent story
2512,6438,Parent story
1709,21569,Parent story
21419,6438,Parent story
36890,33542,Parent story
44616,8687,Parent story
7060,16774,Parent story
38715,31973,Parent story
33549,25313,Parent story
33338,899,Parent story
7158,2222,Parent story
28367,7666,Parent story
8363,40853,Parent story
33550,10643,Parent story
10916,5526,Parent story
8287,85,Parent story
5252,904,Parent story
49236,36497,Parent story
35112,35652,Parent story
2273,84,Parent story
1367,1369,Parent story
18851,25011,Parent story
2514,8609,Parent story
5845,2363,Parent story
28371,8546,Parent story
36991,6438,Parent story
3051,28511,Parent story
34244,8687,Parent story
2581,82,Parent story
781,8609,Parent story
10703,8609,Parent story
16239,902,Parent story
2680,902,Parent story
11019,23301,Parent story
16870,40478,Parent story
9288,33183,Parent story
901,897,Parent story
28369,6028,Parent story
19109,13263,Parent story
2273,1968,Parent story
37850,32892,Parent story
39697,38235,Parent story
896,459,Parent story
38056,24373,Parent story
13667,38299,Parent story
16239,459,Parent story
18851,13263,Parent story
779,2512,Parent story
36967,8609,Parent story
9107,21569,Parent story
1215,49073,Parent story
24591,37096,Parent story
36286,37264,Parent story
13823,40478,Parent story
31911,5526,Parent story
2842,23301,Parent story
15307,36995,Parent story
1433,2514,Parent story
1237,12231,Parent story
30449,2222,Parent story
21899,37626,Parent story
37626,10999,Parent story
15307,35206,Parent story
6460,31201,Parent story
16678,11073,Parent story
2020,895,Parent story
14735,2513,Parent story
901,895,Parent story
40888,96,Parent story
30154,13831,Parent story
10916,4792,Parent story
33338,459,Parent story
34519,8287,Parent story
4124,35206,Parent story
1413,1368,Parent story
3288,33221,Parent story
33672,38530,Parent story
36967,1368,Parent story
4795,1525,Parent story
32160,11569,Parent story
33661,33672,Parent story
24625,1968,Parent story
32222,24675,Parent story
19261,10643,Parent story
2107,462,Parent story
7695,4794,Parent story
15307,38672,Parent story
23293,39764,Parent story
6288,91,Parent story
35632,36458,Parent story
30694,464,Parent story
38720,39764,Parent story
23293,2515,Parent story
28367,7158,Parent story
8369,3853,Parent story
38629,3853,Parent story
25805,6385,Parent story
8550,11659,Parent story
3744,3853,Parent story
5256,6385,Parent story
6217,3853,Parent story
19109,19165,Parent story
8363,39183,Parent story
38788,1435,Parent story
10116,39183,Parent story
36240,894,Parent story
8740,461,Parent story
12187,13183,Parent story
36242,25161,Parent story
1709,4794,Parent story
466,461,Parent story
24625,43204,Parent story
12117,1435,Parent story
38770,1435,Parent story
8097,6198,Parent story
8365,44025,Parent story
902,461,Parent story
36967,6198,Parent story
781,21867,Parent story
32222,41686,Parent story
6288,92,Parent story
17357,33669,Parent story
1931,33669,Parent story
35205,37850,Parent story
6198,39487,Parent story
12117,39487,Parent story
14735,39487,Parent story
4026,49730,Parent story
38201,39611,Parent story
8550,8551,Parent story
40890,18679,Parent story
15783,21867,Parent story
20871,37885,Parent story
966,44025,Parent story
984,37885,Parent story
1416,21867,Parent story
13821,35311,Parent story
8097,39487,Parent story
1433,39487,Parent story
13839,1419,Parent story
30154,35287,Parent story
17113,32842,Parent story
2520,19123,Parent story
2512,1419,Parent story
15783,13839,Parent story
8358,29832,Parent story
902,2107,Parent story
898,2107,Parent story
12001,3848,Parent story
1435,13839,Parent story
864,31,Parent story
32005,2335,Parent story
33550,36761,Parent story
36240,895,Parent story
31231,51013,Parent story
6467,2335,Parent story
2514,1433,Parent story
3626,147,Parent story
864,32681,Parent story
897,893,Parent story
2171,1433,Parent story
33922,34355,Parent story
25161,19123,Parent story
1709,4910,Parent story
39487,2335,Parent story
1365,1417,Parent story
30533,23259,Parent story
30694,19123,Parent story
24625,3786,Parent story
40888,1969,Parent story
6467,8097,Parent story
38720,1433,Parent story
34430,8097,Parent story
9963,8097,Parent story
5256,51145,Parent story
6288,3288,Parent story
900,5152,Parent story
31,34549,Parent story
11009,16678,Parent story
9963,1431,Parent story
15783,33074,Parent story
3626,96,Parent story
8609,1431,Parent story
985,5252,Parent story
43204,96,Parent story
11659,2385,Parent story
40082,8097,Parent story
901,2386,Parent story
89,96,Parent story
4026,42161,Parent story
1709,51145,Parent story
1416,1431,Parent story
24625,10937,Parent story
4540,21659,Parent story
28479,1429,Parent story
33705,33544,Parent story
4910,5844,Parent story
35205,41609,Parent story
1122,5844,Parent story
49320,38720,Parent story
34430,38720,Parent story
903,31289,Parent story
1419,1424,Parent story
13799,6555,Parent story
92,147,Parent story
6555,36836,Parent story
7060,33051,Parent story
1094,32051,Parent story
1427,1429,Parent story
23301,31750,Parent story
12231,32051,Parent story
6438,1427,Parent story
21419,1427,Parent story
49320,1427,Parent story
465,1094,Parent story
33549,33542,Parent story
1435,1429,Parent story
1122,36825,Parent story
4793,30686,Parent story
33544,33957,Parent story
460,2490,Parent story
1424,1427,Parent story
5845,31750,Parent story
5529,35551,Parent story
10808,6288,Parent story
11019,36836,Parent story
33338,2490,Parent story
1419,49320,Parent story
10017,2020,Parent story
464,2020,Parent story
23301,42914,Parent story
12001,2020,Parent story
36946,37902,Parent story
11019,37865,Parent story
14735,36760,Parent story
2512,33149,Parent story
42449,12001,Parent story
905,1237,Parent story
7060,95,Parent story
1709,35551,Parent story
4795,35551,Parent story
90,95,Parent story
904,1238,Parent story
780,36269,Parent story
2171,36269,Parent story
894,1238,Parent story
1709,37865,Parent story
37247,41063,Parent story
13799,36836,Parent story
11019,51013,Parent story
5526,42136,Parent story
6198,33146,Parent story
6714,37902,Parent story
39487,36760,Parent story
3288,92,Parent story
50410,37902,Parent story
528,31373,Parent story
12859,12001,Parent story
1505,42476,Parent story
8287,10808,Parent story
33947,971,Parent story
2842,31373,Parent story
33542,33551,Parent story
1238,971,Parent story
4155,6714,Parent story
3626,35949,Parent story
8287,23259,Parent story
38715,35949,Parent story
20871,6714,Parent story
10808,3318,Parent story
36242,8171,Parent story
31490,36215,Parent story
1117,50840,Parent story
1119,50840,Parent story
1120,50840,Parent story
17699,3312,Parent story
33542,37664,Parent story
528,51018,Parent story
900,3312,Parent story
986,3545,Parent story
95,1215,Parent story
33545,38025,Parent story
3547,22695,Parent story
40890,2695,Parent story
895,38653,Parent story
8740,38653,Parent story
5152,2222,Parent story
37247,33225,Parent story
466,3044,Parent story
896,22695,Parent story
90,83,Parent story
12231,20871,Parent story
1237,20871,Parent story
1094,50696,Parent story
986,32437,Parent story
984,22661,Parent story
10808,2294,Parent story
900,22661,Parent story
25161,6941,Parent story
8740,6941,Parent story
30450,8546,Parent story
83,27907,Parent story
459,17699,Parent story
95,1969,Parent story
36946,46171,Parent story
2680,34165,Parent story
2520,7667,Parent story
9999,34165,Parent story
905,36242,Parent story
895,40181,Parent story
864,32739,Parent story
31454,1939,Parent story
12231,42449,Parent story
897,42449,Parent story
896,42449,Parent story
33338,7666,Parent story
3288,1856,Parent story
40890,43745,Parent story
895,8546,Parent story
33338,10342,Parent story
36946,3546,Parent story
36241,33454,Parent story
43204,32898,Parent story
31,17621,Parent story
34519,8132,Parent story
1237,7157,Parent story
906,7157,Parent story
10017,7157,Parent story
31454,38715,Parent story
17699,8547,Parent story
904,8551,Parent story
1237,8551,Parent story
2020,8551,Parent story
459,8547,Parent story
31490,7666,Parent story
83,38715,Parent story
2273,20667,Parent story
3288,36436,Parent story
462,7816,Parent story
10808,41063,Parent story
